"SiteID","System_Type","Evidence_of_Duct_Sealing","Duct_Sealing_Material","Duct_Sealing_Material_Other","Cavity_Used_for_Air_Transport","Duct_Location_Supply","Duct_Location_Return","Percentage_of_Supply_Ducts_in_Conditioned_Space","Percentage_of_Return_Ducts_in_Conditioned_Space","Percentage_of_Supply_Ducts_in_Unconditioned_and_Inaccessible_Sp","Percentage_Ducts_In_Good_Condition","Crossover_Present","Crossover_Condition","Flex_Run_Insulation_Type","Insulation_Present","Insulation_Type","Insulation_Thickness","Insulation_Condition","Ductboard_P_Thickness"
"SITE_379","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic","100","0","0","100","No","Unknown","R6","Yes","Unknown","Unknown","100",NA
"SITE_38","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace","Attic","0","0","0","80","No","Unknown","R8","Yes",NA,NA,"90",NA
"SITE_380","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","0","25","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_381","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","In Walls and Ceilings, Garage","25","90","0","90","No","Unknown","Unknown","Yes","Fiberglass batts","Unknown","100",NA
"SITE_383","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, Attic, Garage","Attic, In Walls and Ceilings, Garage","0","25","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","100",NA
"SITE_385","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","90",NA
"SITE_386","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_387","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","25","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_39","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","25","90","0","100","No","Unknown","R8","Yes","Unknown","0","100",NA
"SITE_39","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_391","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_392","90 Flex (spider system)","No",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, Crawlspace / Basement, In Walls and Ceilings","0","0","90","100","No","Unknown","Unknown","Yes","Fiberglass batts","2","25",NA
"SITE_394","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Attic, Garage","Attic, Garage, In Walls and Ceilings","0","0","75","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_399","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","In Walls and Ceilings, Crawlspace / Basement","50","50","50","100","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","100",NA
"SITE_4","All Metal","No",NA,NA,"No","Garage, Crawlspace / Basement","In Walls and Ceilings","50","100","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","3","100",NA
"SITE_40","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","25","0","0","90","No","Unknown","R8","Yes","Fiberglass batts","0.5","100",NA
"SITE_400","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_403","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_404","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","100","No","Unknown","R8","Yes","Fiberglass batts","2","100",NA
"SITE_405","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Garage","25","75","0","100","No","Unknown","Unknown","Yes",NA,NA,"100",NA
"SITE_407","Metal Plenum, Flex Runs","Unknown",NA,NA,"Unknown","Attic","Attic","0","0","100","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA
"SITE_409","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","Unknown","Unknown","0","90","No","Unknown","R8","Yes",NA,NA,"75",NA
"SITE_41","90 Flex (spider system)","No",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","25","50","0","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_410","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","75","0","100","No","Unknown","R6","Yes","Foil-faced fiberglass","3","90",NA
"SITE_412","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown","R4","Yes",NA,NA,"100",NA
"SITE_414","All Metal","Yes","Duct or Foil tape, Mortite",NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_415","All Metal","Yes","Mastic",NA,"No","In Walls and Ceilings","Crawlspace / Basement","100","100","0","100","No","Unknown","R8","No","Unknown","Unknown","Unknown",NA
"SITE_416","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","75","90","25","100","No","Unknown","R6","Yes","Fiberglass batts","8","100",NA
"SITE_417","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement, Attic, In Walls and Ceilings","0","25","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","100",NA
"SITE_418","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_419","All Metal","Yes","Duct or Foil tape",NA,"Yes","In Walls and Ceilings","Unknown","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_42","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","90","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_420","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, Garage, In Walls and Ceilings","Garage, In Walls and Ceilings, Crawlspace / Basement","90","90","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","90",NA
"SITE_421","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic","In Walls and Ceilings","0","100","100","Unknown","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_422","All Metal","No",NA,NA,"Yes","Attic","Crawlspace / Basement","90","90","Unknown","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_423","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","4","50",NA
"SITE_428","All Metal","Yes","Duct or Foil tape",NA,"No","Attic","In Walls and Ceilings, Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","5","100",NA
"SITE_429","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","75","0","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","Unknown","75",NA
"SITE_43","All Metal","No",NA,NA,"No","Attic, Crawlspace / Basement","Attic, Crawlspace / Basement","25","0","75","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_430","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","25","25","75","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_431","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","Unknown","50","90","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_432","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement","Crawlspace / Basement","Unknown","Unknown","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_433","All Metal","No",NA,NA,"Yes","Attic","In Walls and Ceilings","0","100","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","100",NA
"SITE_434","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","25","25","0","Unknown","No","Unknown","Unknown","Yes","Fiberglass batts","Unknown","100",NA
"SITE_435","Unknown","Unknown",NA,NA,"Unknown","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings, Crawlspace / Basement","50","50","50","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_436","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Attic","0","50","0","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_437","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Fiberglass batts","3","100",NA
"SITE_438","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_439","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"No","In Walls and Ceilings, Attic","Attic, In Walls and Ceilings","0","0","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_44","90 Flex (spider system)","No",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_44","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_441","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","100","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_443","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","100","Unknown","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_444","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","0","50","100","Unknown","No","Unknown","Unknown","Yes","Foil-faced fiberglass","2","90",NA
"SITE_445","All Metal","Yes","Mastic",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_446","90 Flex (spider system)","No",NA,NA,"No","In Walls and Ceilings, Garage, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings, Garage","100","100","0","90","No","Unknown","R4","Yes",NA,NA,"100",NA
"SITE_447","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic","Attic","0","100","100","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_45","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","0","25","100","100","No","Unknown","Unknown","Yes","Fiberglass batts","2","100",NA
"SITE_450","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","In Walls and Ceilings, Garage","25","90","0","100","No","Unknown","R8","Yes","Foam board","2","100",NA
"SITE_454","Unknown","Unknown",NA,NA,"No","In Walls and Ceilings, Garage, Crawlspace / Basement","Crawlspace / Basement, Garage, In Walls and Ceilings","50","50","50","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_455","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Attic, Crawlspace / Basement","Attic","0","0","100","Unknown","No","Unknown","Unknown","Yes","Foil-faced fiberglass","1.5","100",NA
"SITE_456","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","25","25","50","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_459","Unknown","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Attic","In Walls and Ceilings","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_46","90 Flex (spider system)","Unknown","Unknown",NA,"Unknown","Crawlspace, Garage","Attic, Garage","0","0","0","90","Unknown","Unknown","Unknown","Yes",NA,NA,"Unknown",NA
"SITE_460","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_461","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Garage, In Walls and Ceilings","25","75","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","90",NA
"SITE_462","All Metal","No",NA,NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","Unknown","75","No","Unknown",NA,"Yes","Foil-faced fiberglass","1","90",NA
"SITE_463","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Fiberglass batts","1.5","100",NA
"SITE_464","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_465","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_467","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","0","0","75","75","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_468","All Metal","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","0","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","3","100",NA
"SITE_47","All Metal","No",NA,NA,"Yes","Garage, In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","50","100","25","75","No","Unknown",NA,"Yes","Fiberglass batts","1","Unknown",NA
"SITE_470","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","Yes","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_472","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","90","0","75","Yes","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_473","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement","In Walls and Ceilings","25","100","Unknown","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_474","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","0","No","Unknown",NA,"Yes","Foil-faced fiberglass","4","100",NA
"SITE_475","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","75",NA
"SITE_478","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_479","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","25","0","75","100","No","Unknown",NA,"Yes","Foil-faced bubble wrap","1","100",NA
"SITE_481","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown","R8","Yes","Fiberglass batts","3","90",NA
"SITE_482","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","75","100","25","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_483","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","Unknown","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_485","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_486","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","100","50","No","Unknown",NA,"Yes","Fiberglass batts","3","25",NA
"SITE_487","All Metal","Unknown",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_488","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","0","25","75","75","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_489","All Metal","No",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_490","All Metal","No",NA,NA,"Unknown","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_491","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","100","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","4","100",NA
"SITE_492","90 Flex (spider system)","Yes","Mastic",NA,"No","In Walls and Ceilings","Attic","100","100","0","100","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_493","All Metal","Yes","Duct or Foil tape",NA,"No","Garage, Crawlspace / Basement","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","100",NA
"SITE_494","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA
"SITE_495","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, Garage, In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Garage","25","90","25","100","No","Unknown",NA,"Yes","Foil-faced bubble wrap","Unknown","100",NA
"SITE_497","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","Unknown",NA
"SITE_498","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Attic, In Walls and Ceilings","In Walls and Ceilings","25","90","75","75","No","Unknown","R8","Yes","Fiberglass batts","6","90",NA
"SITE_499","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_5","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Yes","Attic, Crawlspace","Crawlspace, Attic","0","0","0","91","No","Unknown","R4","Yes","Foil-faced fiberglass","2","90",NA
"SITE_501","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Attic","0","0","100","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_502","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Attic","Attic, In Walls and Ceilings","25","25","75","50","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
