"SiteID","Floor_Type","Floor_Area","Is_Space_Conditioned","Floor_Area_Is_Estimated","Perimeter","Perimeter_Is_Estimated","Type_of_Area_Below","Area_Below_Heated","Framing_Type","Framing_Size","Framing_Spacing","Framing_Spacing_Other","Crawlspace_Vents_Present","Crawlspace_Vents_Blocked","Basement_Percent_Below_Grade","Central_Heating_Equipment_in_Basement","Ducting_in_Basement","Slab_Heated","Slab_Insulated","Slab_Insulation_Position","Slab_Insulation_Type","Slab_Insulation_Thickness","Slab_Insulation_Condition","Slab_Insulation_Source","Slab_Insulation_Source_Other","Floor_Insulated","Floor_Insulation_Type","Floor_Insulation_Thickness","Floor_Insulation_Condition","Crawlspace_Walls_Insulated","Crawlspace_Wall_Insulation_Type","Crawlspace_Wall_Insulation_Condition","Crawlspace_Wall_Insulation_Thickness","Crawlspace_Wall_Insulation_Source","Crawlspace_Wall_Insulation_Source_Other","Crawlspace_Wall_Exteriors_Insulated","Crawlspace_Wall_Exterior_Insulation_Type","Crawlspace_Wall_Exterior_Insulation_Thickness","Crawlspace_Wall_Exterior_Insulation_Condition","Crawlspace_Wall_Exterior_Insulation_Source","Crawlspace_Wall_Exterior_Insulation_Source_Other","Basement_Floor_Above_Insulated","Basement_Floor_Above_Insulation_Type","Basement_Floor_Above_Insulation_Thickness","Basement_Floor_Above_Insulation_Condition","Floor_Above_Insulation_Source","Floor_Above_Insulation_Source_Other","Basement_Floor_Above_Insulation_Source","Basement_Floor_Above_Insulation_Source_Other","Floor_Insulation_U-Value","Floor_Insulation_R-Value","Floor_U-Value_for_Heat_Loss","Slab_F-Value_for_Heat_Loss","Floor_Heat_Loss_Rate_UA"
"SITE_1836","Slab","2205",NA,"Measured or Known","200","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","146"
"SITE_1837","Crawlspace","1184","No","Measured or Known","142","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"272.138249723057"
"SITE_1838","Basement","804","Yes","Measured or Known","120","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"80","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0533733349688346",NA,"0","0.73","55.2"
"SITE_1839","Slab","1172.5",NA,"Measured or Known","137","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","100.01"
"SITE_1840","Crawlspace","1717","No","Measured or Known","177","Measured or Known",NA,NA,"Joist","2x12 or 4x12","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","3.5","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0837871805613741","11.935","0.0837871805613741",NA,"143.862589023879"
"SITE_1841","Crawlspace","1320","No","Unknown","188","Unknown",NA,NA,"Post and Beam","2x10 or 4x10","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","2","0.75","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.160642570281124","6.225","0.160642570281124",NA,"212.048192771084"
"SITE_1842","Crawlspace","930","No","Measured or Known","122","Unknown",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0307134988497675","34.1","0.0307134988497675",NA,"28.5635539302838"
"SITE_1842","Basement","682","Yes","Measured or Known","106","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"85","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","48.76"
"SITE_1843","Basement","1008","Yes","Unknown","126","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.319804964539007",NA,"0","0.73","57.96"
"SITE_1844","Slab","1389",NA,"Estimated","149","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","108.77"
"SITE_1845","Basement","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","Unknown"
"SITE_1846","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","Yes","Fiberglass batts","0.9","6","Other","HOME OWNER","Yes","Unknown","6","0.75","Other","HOME OWNER",NA,NA,NA,NA,"Other","HOME OWNER",NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_1847","Slab","1400",NA,"Measured or Known","155.8","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","113.734"
"SITE_1848","Slab","845.5",NA,"Measured or Known","120.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","87.965"
"SITE_1849","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_185","Crawlspace","2359","No","Measured or Known","231","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","0.75","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0946568335340079","12.7875","0.0946568335340079",NA,"223.295470306725"
"SITE_1850","Floor over other - Frame","90",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.065167807103291","15.345","0",NA,"5.86510263929619"
"SITE_1850","Basement","740","Yes","Measured or Known","110","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"30","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.58045390070922",NA,"0","0.73","64.9"
"SITE_1851","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","0.73","Unknown"
"SITE_1852","Basement","1150","Yes","Measured or Known","139.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"85","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","64.17"
"SITE_1853","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","0.73","Unknown"
"SITE_1854","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_1855","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","12 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_186","Crawlspace","204","No","Measured or Known","67.5","Measured or Known",NA,NA,"Joist","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_186","Basement","816","No","Measured or Known","114","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.101985294117647","0.73","83.22"
"SITE_1860","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1861","Basement","1263","No","Measured or Known","148","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","9","0.75",NA,NA,"Visual inspection",NA,"0.19","23.0175","0.0434452047355273",NA,"54.871293580971"
"SITE_1862","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","0.73","Unknown"
"SITE_1863","Basement","894","Yes","Measured or Known","138","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","63.48"
"SITE_1864","Basement","673","Yes","Measured or Known","105","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"90","No","No","Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","48.3"
"SITE_1865","Floor over other - Frame","1329.3",NA,"Measured or Known",NA,NA,"Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1865","Basement","664.6","No","Unknown","110.6","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"80","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.121483599157388","0.73","80.738"
"SITE_1866","Crawlspace","Unknown","No",NA,"230","Unknown",NA,NA,"Joist",NA,"Other","Steel joists","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.5","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0733137829912023","13.64","Unknown",NA,"503.566765022698"
"SITE_1867","Slab","2800",NA,"Estimated","216","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","157.68"
"SITE_1869","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_187","Basement","495","Yes","Measured or Known","89","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","40.94"
"SITE_1870","Basement","841","Yes","Estimated","117","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","53.82"
"SITE_1871","Basement","1360","Yes","Estimated","190","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"80","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","87.4"
"SITE_1872","Basement","1600","Yes","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"Unknown"
"SITE_1873","Basement","975","Yes","Estimated","139","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","63.94"
"SITE_1874","Crawlspace","741.84","No","Measured or Known","138.8","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1875","Slab","700",NA,"Estimated","170","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","124.1"
"SITE_1876","Floor over other - Frame","1795",NA,"Measured or Known",NA,NA,"Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1876","Crawlspace","1768","Yes","Measured or Known","170","Measured or Known",NA,NA,"Joist","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Closed-cell spray foam","1","5","Visual inspection",NA,"Yes","Extruded polystyrene foam board (pink or blue)","2","1","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0347771103382864","28.7545454545455","0.0347771103382864",NA,"61.4859310780904"
"SITE_1877","Basement","Unknown","Yes",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","No","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","Unknown"
"SITE_1878","Crawlspace","560","No","Unknown","95","Measured or Known",NA,NA,"Joist","2x8 or 4x8","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1878","Basement","592","Yes","Measured or Known","98","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","No","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","45.08"
"SITE_1879","Crawlspace","635","No","Measured or Known","1106","Unknown",NA,NA,"Joist","Unknown","30 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","1","9.5","Visual inspection","H","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0253646163601776","39.425","0.0253646163601776",NA,"16.1065313887127"
"SITE_188","Basement","1200","Yes","Estimated","148","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"60","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.222544266692187",NA,"0","0.73","78.44"
"SITE_1880","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","0.73","Unknown"
"SITE_1882","Crawlspace","459","No","Measured or Known","95","Measured or Known",NA,NA,"Joist","2x8 or 4x8","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0366568914956012","27.28","0.034378099565211",NA,"15.7795477004319"
"SITE_1883","Crawlspace","730","No","Unknown","Unknown",NA,NA,NA,"Joist",NA,"16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1884","Crawlspace","912","No","Measured or Known","89","Estimated",NA,NA,"Joist","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1885","Crawlspace","84","No","Estimated","168","Estimated",NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1886","Crawlspace","699","No","Measured or Known","132","Unknown",NA,NA,"Joist","2x10 or 4x10","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1886","Slab","472",NA,"Measured or Known","88","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","64.24"
"SITE_1887","Basement","106","No","Unknown","175","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"80","Yes","Uninsulated","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1888","Crawlspace","1420","No","Measured or Known","162","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","3","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0977517106549365","10.23","0.0977517106549365",NA,"138.80742913001"
"SITE_1889","Floor over other - Frame","1200",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1889","Basement","1200","Yes","Measured or Known","139","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.494609929078014",NA,"0","0.73","73.67"
"SITE_189","Crawlspace","2512","No","Measured or Known","209","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","7.5","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0392781537285188","25.575","0.0392781537285188",NA,"98.6667221660392"
"SITE_1890","Slab","1659.8",NA,"Unknown","165.3","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","120.669"
"SITE_1891","Basement","2163","Yes","Measured or Known","201.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"45","Yes","Insulated","Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","106.795"
"SITE_1892","Crawlspace","733","No","Estimated","108","Estimated",NA,NA,"Joist","2x6 or 4x6","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0706088898228702","15.345","0.0706088898228702",NA,"51.7563162401638"
"SITE_1893","Crawlspace","1689","No","Estimated","164","Estimated",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0706088898228702","15.345","0.0706088898228702",NA,"119.258414910828"
"SITE_1894","Slab","1360",NA,"Estimated","147","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","107.31"
"SITE_1894","Cantilever","25",NA,"Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
